Kabupaten/Kota 17,
,Jumlah Kasus Kekerasan Menurut Kabupaten Kota dan Jenis Kelamin di Provinsi Sumatera Selatan
,2024
Sumatera Selatan,545
Ogan Komering Ulu,19
Ogan Komering Ilir,62
Muara Enim,30
Lahat,61
Musi Rawas,37
Musi Banyuasin,18
Banyuasin,32
Ogan Komering Ulu Selatan,34
Ogan Komering Ulu Timur,10
Ogan Ilir,81
Empat Lawang,4
Pali,36
Musi Rawas Utara,4
Palembang,37
Prabumulih,14
Pagar Alam,29
Lubuk Linggau,37
