Kabupaten/Kota 17,
,Jumlah Kasus Kekerasan Menurut Kabupaten Kota dan Jenis Kelamin di Provinsi Sumatera Selatan
,2025
Sumatera Selatan,626
Ogan Komering Ulu,3
Ogan Komering Ilir,16
Muara Enim,104
Lahat,57
Musi Rawas,17
Musi Banyuasin,44
Banyuasin,53
Ogan Komering Ulu Selatan,7
Ogan Komering Ulu Timur,36
Ogan Ilir,66
Empat Lawang,34
Pali,44
Musi Rawas Utara,9
Palembang,40
Prabumulih,16
Pagar Alam,66
Lubuk Linggau,14
