Kabupaten/Kota 17,
,Jumlah Perusahaan IMK
,2020
Sumatera Selatan,75569
Ogan Komering Ulu,1683
Ogan Komering Ilir,5925
Muara Enim,4687
Lahat,3342
Musi Rawas,3797
Musi Banyuasin,2874
Banyuasin,2041
Ogan Komering Ulu Selatan,3855
Ogan Komering Ulu Timur,10228
Ogan Ilir,20124
Empat Lawang,2109
Pali,1224
Musi Rawas Utara,1162
Palembang,7500
Prabumulih,2414
Pagar Alam,1097
Lubuk Linggau,1507
