Kabupaten/Kota 17,
,Jumlah Perusahaan IMK
,2022
Sumatera Selatan,74056
Ogan Komering Ulu,2020
Ogan Komering Ilir,5478
Muara Enim,3688
Lahat,3256
Musi Rawas,2617
Musi Banyuasin,4071
Banyuasin,4899
Ogan Komering Ulu Selatan,4876
Ogan Komering Ulu Timur,8527
Ogan Ilir,18962
Empat Lawang,968
Pali,935
Musi Rawas Utara,747
Palembang,7528
Prabumulih,2314
Pagar Alam,1100
Lubuk Linggau,2070
