Kabupaten/Kota 17,
,Jumlah Perusahaan IMK
,2021
Sumatera Selatan,79115
Ogan Komering Ulu,2351
Ogan Komering Ilir,7180
Muara Enim,3749
Lahat,3134
Musi Rawas,4722
Musi Banyuasin,3089
Banyuasin,4456
Ogan Komering Ulu Selatan,3857
Ogan Komering Ulu Timur,8522
Ogan Ilir,19635
Empat Lawang,1264
Pali,901
Musi Rawas Utara,1055
Palembang,9712
Prabumulih,2552
Pagar Alam,1026
Lubuk Linggau,1910
